Municipality,Population,Votedyes,Votedno,Voted,DidNotVote,Affected1984,Affected1985,Affected1986,Affected1987,Affected1988,Affected1989,Affected1990,Affected1991,Affected1992,Affected1993,Affected1994,Affected1995,Affected1996,Affected1997,Affected1998,Affected1999,Affected2000,Affected2001,Affected2002,Affected2003,Affected2004,Affected2005,Affected2006,Affected2007,Affected2008,Affected2009,Affected2010,Affected2011,Affected2012,Affected2013,Affected2014,Affected2015,Affected2016,Affected2017,Weightedaffected84to2002,Weightedaffected2003to2016,Weightedaffected,Affected9999,Total_affected,affected84to2002,affected2003to2016,Divipola,Departamento,Municipio,Rurality2010,PovertyIndex2013,IDHMpnud2010,ArmedGroups,Rezagoescolar,COBERTURA_NETA_MEDIA,ProportionAffected,ProporTotAff,Weightedaffected10group,ConflictIndex,ndicedeindicenciadelconflictocategora,ConflictCategory
25394,10824,61.17,38.82,33.84,66.16,132,40,36,48,83,94,182,121,167,153,94,104,108,97,304,468,880,2484,9626,2064,411,276,228,242,94,53,24,18,52,44,75,26,4, ,30449667,7238645,37688312, ,18832,15221,3611,25394,Cundinamarca,La Palma,0.4425,0.609,0.60398876,0,19.4,55.56,3481.920916,1.739837398,9,0.048650455,Alto,4
25398,7035,25.54,74.45,37.14,62.86,18,18,28,4,19,11,9,71,52,36,36,35,60,83,128,56,137,119,618,409,83,43,37,51,27,17, ,20,3,11,4,6,3,10,3073415,1431315,4504730, ,2262,1538,714,25398,Cundinamarca,La Peña,0.4346,0.6634,0.617084135,0,23.2,35.68,640.3312011,0.321535181,5,0.011179104,Medio bajo,2
25402,14326,45.68,54.31,44.31,55.69,4,2, , , ,3,13,3, ,4, , ,12, ,6,16,18,13,31,29,13,18,16,46,9,8,11,2,9, ,5, , , ,249687,333101,582788, ,291,125,166,25402,Cundinamarca,La Vega,0.3931,0.8143,0.677810997,0,20.1,52.56,40.68044116,0.020312718,2,0.007356863,Medio bajo,2
25407,10305,39.75,60.24,37.84,62.16, , , , , , , , , , , , , , , , , ,3,1, , , , , , , , , ,12,3,7, , , ,8005,44281,52286, ,26,4,22,25407,Cundinamarca,Lenguazaque,0.4286,0.7159,0.663954056,0,28.6,38.52,5.073847647,0.002523047,1,0.003812486,Bajo,1
25426,6272,43.05,56.94,29.87,70.13,6, , , , , , , , , ,5,2,2,3,2, ,16,8,11,93,19,24,36,21,14, , , ,7, , ,5, , ,109873,439109,548982, ,274,55,219,25426,Cundinamarca,Macheta,0.4809,0.8026,0.625622651,0,20.4,53.99,87.52901786,0.043686224,2,0.007342777,Medio bajo,2
25430,79120,37.75,62.24,52.27,47.73,3, , , , , , , , ,5,5, ,5,4,9,3,7,8,8,10,5,7,9,7,26,9, ,6,6,12,12,16, ,5,113858,251179,365037, ,187,57,125,25430,Cundinamarca,Madrid,0.243,0.9152,0.685895084,0,30.5,10.2,4.613713347,0.002363498,2,0.001701975,Bajo,1
25436,4732,50.23,49.76,42.31,57.69,2, , , , , , , , , , , ,7, ,6,8,4,7,14,41,16,4,9,21, ,14, , ,5, , , , , ,95955,220594,316549, ,158,48,110,25436,Cundinamarca,Manta,0.4545,0.7577,0.652760767,0,20.3,47.85,66.89539307,0.033389687,2,0.003950797,Bajo,1
25438,10134,35.43,64.56,44.8,55.2,106,9,9,12,58,38,51,103,205,186,100,172,157,318,335,294,761,493,1197,745,429,555,193,193,111,82,48,24,35,24,45,44,23,2,9199275,5115995,14315270, ,7157,4604,2551,25438,Cundinamarca,Medina,0.5777,0.7823,0.640789833,0,35.2,40.88,1412.598184,0.706236432,7,0.034661453,Alto,4
25473,84841,44.12,55.87,52.06,47.94,2, , ,5,4, , , ,2,5, ,21,7,7,7,3,4,15,12, ,5,4,7,33,24,10,22,4,20,1,14,9,4, ,187672,315507,503179, ,251,94,157,25473,Cundinamarca,Mosquera,0.2277,0.8749,0.715721988,0,29.8,26.55,5.930847114,0.002958475,2,0.002782754,Bajo,1
25483,2218,47.63,52.36,29.5,70.5, , , , , , , , , , , ,4, , , ,6, , ,3,19,2,14,3, , ,3,13,10,4,10,2, , , ,25980,160626,186606, ,93,13,80,25483,Cundinamarca,Nariño,0.4543,0.819,0.650541039,0,24.4,72.7,84.13255185,0.041929666,1,0.0053134,Bajo,1
25486,13707,36.75,63.24,50.06,49.94, , ,5, , , , , ,3, , , , , , , , , ,2, ,2, ,6, , , , , ,8, , , , , ,19910,32140,52050, ,26,10,16,25486,Cundinamarca,Nemocón,0.3753,0.7449,0.657036056,0,29,38.55,3.797329831,0.001896841,1,0.00183265,Bajo,1
25488,18856,55.79,44.2,40.45,59.55, , , , , , , ,2, , , , ,6, ,15,3,5,15,4,19,15,4,9,9,15, , ,4,11,7, , ,12,8,99948,210833,310781, ,163,50,105,25488,Cundinamarca,Nilo,0.4109,0.8759,0.698618327,0,31.1,53.7,16.4818095,0.008644463,2,0.001810142,Bajo,1
25489,6810,41.86,58.13,42.05,57.95,9, ,2, ,4, ,2, ,4, ,4, ,2,23,9,24,33,48,209,31,18,66,13,7,12,12,4, , , ,6,4, , ,746051,347010,1093061, ,546,373,173,25489,Cundinamarca,Nimaima,0.3912,0.8008,0.640805326,0,14.8,13.59,160.5082232,0.080176211,3,0.007560342,Medio bajo,2
25491,8055,58.55,41.44,42.38,57.62, , , , , ,4,10,3, ,5,7, ,9,4,5,5,10,10,34,22,21,15,1,15,5,9,5, ,6,3,4, , , ,211767,212674,424441, ,212,106,106,25491,Cundinamarca,Nocaima,0.3746,0.8,0.655781038,0,19.7,26.27,52.69286158,0.026319056,2,0.006861445,Medio bajo,2
25506,4070,56.89,43.1,34.05,65.95,3, ,4,7, , ,4,11,9,2,20,31,29,33,30,25,30,54,131,102,79,25,118,99,124,62,33,94,55,58,45,36,22,6,845321,1911998,2757319, ,1381,423,952,25506,Cundinamarca,Venecia,0.4537,0.6776,0.626876755,0,28.7,44.7,677.4739558,0.339312039,4,0.015521683,Medio bajo,2
25513,27388,48.48,51.51,38.55,61.45,31,1,9,9,18,20,42,26,53,28,10,17,30,28,107,64,103,79,280,197,64,121,118,121,68,28,20,6,29,11,21,8,5, ,1907548,1639054,3546602, ,1772,955,817,25513,Cundinamarca,Pacho,0.4232,0.8148,0.637317078,0,34.4,47.62,129.4947422,0.064699869,5,0.0053349,Bajo,1
25518,4407,52.53,47.46,32.84,67.16,10,9,13,19,20,53,78,24,15,5,15,11,125,23,34,5,19,27,136,287,66,82,134,135,41,9,24,2,1, ,18,32,13, ,1278814,1692907,2971721, ,1485,641,844,25518,Cundinamarca,Paime,0.4828,0.6742,0.624045879,0,34.7,49.35,674.3183572,0.336963921,4,0.011628227,Medio bajo,2
25524,5676,53.73,46.26,34.23,65.77,9,11, , , ,4, ,10,8,4,7,18,8,39,17,55,74,168,113,153,151,284,125,95,95,88,19,19,37,32,31,15,17,3,1089489,2329640,3419129, ,1709,545,1161,25524,Cundinamarca,Pandi,0.4014,0.7805,0.63640024,0,35.7,45.77,602.3835447,0.301092319,5,0.00939665,Medio bajo,2
25530,7754,41.22,58.77,44.14,55.86,45, , , ,12, ,6,30,44,16,7,44,50,151,217,133,211,182,153,98,162,169,83,184,22,22,20,7,50,16,21,41,17,16,2599348,1830213,4429561, ,2229,1301,912,25530,Cundinamarca,Paratebueno,0.5859,0.7898,0.643618532,0,31.7,33.17,571.2614135,0.287464534,5,0.028314445,Medio,3
25535,12271,57.12,42.87,37.17,62.83,11, ,1,6, ,22,2,1,15, , ,17,5,16,21,30,26,51,136,83,69,91,91,118,127,55,36,1,14,58,44,40,7,3,719439,1674484,2393923, ,1197,360,834,25535,Cundinamarca,Pasca,0.4188,0.8036,0.646289745,0,34.4,34.88,195.0878494,0.097547062,4,0.007623894,Medio bajo,2
25572,19009,33.25,66.74,33.98,66.02,32,26,20,12,14,14,13,7,8,16,18,4,2,9,50,24,34,31,41,38,53,98,73,100,64,67,27,34,22,12,27,57,2,5,747797,1353398,2101195, ,1054,375,674,25572,Cundinamarca,Puerto Salgar,0.4915,0.7719,0.678007689,0,35,57.78,110.536851,0.05544742,4,0.00509407,Bajo,1
25580,3007,48.39,51.6,32.84,67.16,16,1,3,22,12,2,11,56, ,21,6,26,15,50,41,62,78,93,651,310,125,53,95,58,44,11,27,13,14,1,16, ,13, ,2331349,1564148,3895497, ,1946,1166,780,25580,Cundinamarca,Pulí,0.5235,0.6147,0.643514996,0,28.8,34.92,1295.476222,0.647156635,5,0.019728938,Medio,3
25592,4745,29.68,70.31,41.31,58.69,5, , , , , , , , , ,10,7,13,7,82,25,44,61,465,211,65,31,32,22,6,7,5,4, , ,7, ,5, ,1438554,791777,2230331, ,1114,719,395,25592,Cundinamarca,Quebradanegra,0.4244,0.6805,0.629158255,0,22.1,20.59,470.0381454,0.234773446,4,0.010249855,Medio bajo,2
25594,7193,32.32,67.67,43.49,56.51,2, , , , ,2, , , , , , ,21,13,12, ,16,30,37,16,22,35,16,14,3, , , ,2,6, ,2, , ,265903,232661,498564, ,249,133,116,25594,Cundinamarca,Quetame,0.4199,0.6402,0.656823826,0,26.3,37.93,69.31238704,0.034616989,2,0.005105658,Bajo,1
25596,8168,36.39,63.6,34.14,65.86,23,8,34, ,13, ,25,44,20,44,22,47,40,22,121,85,186,192,226,391,215,119,127,108,122,66,12,17,16,22,23,23,9, ,2301490,2547312,4848802, ,2422,1152,1270,25596,Cundinamarca,Quipile,0.4098,0.769,0.63446967,0,23.5,76.82,593.6339373,0.296523017,5,0.010940717,Medio bajo,2
25599,7812,50.15,49.84,39.4,60.6,5, , ,5, , ,8,12,6, , , , ,23,21,55,36,11,71,35,53,58,57,23,27,16,5,11, ,9,29,14,14, ,505606,704598,1210204, ,604,253,351,25599,Cundinamarca,Apulo,0.4068,0.7874,0.647140839,0,21.9,31.17,154.9160266,0.077316948,3,0.007518708,Medio bajo,2
25612,9579,44.84,55.15,36.29,63.71, , , , ,1, , ,7, , , , , , ,6,4,6,12, ,33,7,11,9,8,15, , , ,6, , , , , ,71921,178484,250405, ,125,36,89,25612,Cundinamarca,Ricaurte,0.4133,0.8259,0.813505966,1,31.1,41.87,26.14103769,0.013049379,2,0.012876118,Medio bajo,2
25645,13148,51.46,48.53,38.9,61.1, , , , , , , , , , ,2, ,4,3, ,6,1,1,21,19,88,54,31,22,28,15, ,7, ,16, ,3, , ,76000,567708,643708, ,321,38,283,25645,Cundinamarca,San Antonio del Tequendama,0.3445,0.7772,0.666353046,0,26.6,36,48.95862489,0.02441436,2,0.004998249,Bajo,1
25649,10705,47.71,52.28,35.43,64.57,5, ,1,1,2, ,6,4, ,13,5,14,3,32,12,3,20,60,78,112,48,94,34,92,73,38,25,14,17,18,16,14,8, ,517663,1210176,1727839, ,862,259,603,25649,Cundinamarca,San Bernardo,0.4305,0.8187,0.639244052,0,35,40.72,161.4048575,0.08052312,4,0.007079907,Medio bajo,2
25653,5348,48.5,51.49,31.58,68.42,13, , ,2,4,4, ,1,11,5, ,10,3,18,2,7,8,14,35,54,48,31,30,20,29,8, , ,9,3,3,7,1,1,273499,487443,760942, ,381,137,243,25653,Cundinamarca,San Cayetano,0.5249,0.7908,0.63201925,0,28.4,51.46,142.2853403,0.071241586,3,0.007418755,Medio bajo,2
25658,9732,35.98,64.01,39.58,60.42, , , , , , , , , ,3, , ,2, , ,1,7,61,32,16,5,18,19,14, ,4, , , , , ,3, , ,212095,158451,370546, ,185,106,79,25658,Cundinamarca,San Francisco,0.4078,0.7268,0.629957884,0,26.3,42.86,38.07501028,0.019009453,2,0.004000353,Bajo,1
25662,9668,45.11,54.88,38.45,61.55,19,3,1,4,4,11,15,15,11,48,24,62,19,19,24,46,117,299,642,824,323,228,166,240,131,49,31,39,25,28,36,15,12,3,2765609,4305393,7071002, ,3533,1383,2147,25662,Cundinamarca,San Juan de Río Seco,0.47,0.7842,0.631161948,0,23.3,40.48,731.3820852,0.365432354,6,0.016941879,Medio bajo,2
25718,10742,34.8,65.19,38.63,61.37,2, , , ,1,1,1, ,2,4,1, ,24,15,14,20,8,69,200,245,71,72,67,29,26,16, ,18, , ,12, , , ,724165,1114702,1838867, ,918,362,556,25718,Cundinamarca,Sasaima,0.3873,0.7685,0.666570907,0,21.5,42.31,171.1847887,0.085458946,4,0.015441073,Medio bajo,2
25736,14410,39.63,60.36,49.97,50.03, , , , , , , , ,9, , , , , , , , , ,42,9,17,10, , , , , , , , , ,6, , ,102012,84235,186247, ,93,51,42,25736,Cundinamarca,Sesquilé,0.4118,0.7769,0.678194301,0,31.1,56.98,12.92484386,0.006453851,1,0.004392716,Bajo,1
25740,39117,39.9,60.09,43.96,56.04,3, , ,2, , , , ,7, ,34,21, ,1,15,1,3,26,92,41,26,16,34,34,23, , ,5,16,24, ,12, ,2,409737,463672,873409, ,438,205,231,25740,Cundinamarca,Sibaté,0.2844,0.8739,0.683270912,0,33.6,37.79,22.32811821,0.011197178,3,0.003762,Bajo,1
25743,22020,47.81,52.18,39.15,60.85,30, ,14, ,2, ,13, ,8,38,30,64,58,47,99,96,87,198,746,1679,432,279,231,152,178,169,26,15,69,8,57,66,13,19,3059363,6764908,9824271, ,4923,1530,3374,25743,Cundinamarca,Silvania,0.3412,0.7922,0.643386373,0,36.1,35.97,446.1521798,0.223569482,7,0.020297417,Medio,3
25745,13295,35.98,64.01,39.11,60.89, , , , ,9, , , , , ,15, , ,7, , ,6, ,14, ,4, ,6,15,6,5, , , ,6, , , , ,101809,84328,186137, ,93,51,42,25745,Cundinamarca,Simijaca,0.3921,0.7725,0.674761099,0,23.9,39.88,14.00052651,0.006995111,1,0.003256196,Bajo,1
25754,522442,47.58,52.41,45.09,54.91,88,5,3,4,10,372,10,5,1,28,21,3,17,53,66,79,115,130,214,148,231,262,220,458,727,390,105,311,419,365,505,263,163,68,2441841,9178397,11620238, ,5859,1224,4567,25754,Cundinamarca,Soacha,0.1186,0.7715,0.657825064,1,28.8,48.68,22.24215894,0.011214642,7,0.006028474,Bajo,1
25758,27339,50.43,49.56,56.75,43.25,1, , , , , , , ,7,4,4, , ,4, ,5, , ,1,8,2,2,16,19,13, , , ,6, , ,2,6, ,51861,148573,200434, ,100,26,74,25758,Cundinamarca,Sopó,0.3235,0.916,0.736939537,0,29.5,49.36,7.331431289,0.003657778,1,0.00176501,Bajo,1
25769,16435,31.11,68.88,53.78,46.22,1, , , , , , ,5, , , , , , , , , ,6, ,8,6,3,6,5,3, , ,13, ,8, , ,4, ,23945,112469,136414, ,68,12,56,25769,Cundinamarca,Subachoque,0.4148,0.8637,0.685956564,0,18.7,44.33,8.30021296,0.004137511,1,0.002238559,Bajo,1
25772,17660,42.74,57.25,48.69,51.31, , , , , , , , , , , , , , , , , , ,7, ,5,4, ,4,4,3, , , , , , , , ,14014,40127,54141, ,27,7,20,25772,Cundinamarca,Suesca,0.4025,0.8358,0.661761113,0,35,72.88,3.065741789,0.001528879,1,0.002083385,Bajo,1
25777,5033,37.86,62.13,37.67,62.33, , , , , , ,7, ,7, , ,2,16, ,11,5,5, ,23,39,24,9,2,21,6, , ,4, , , , , , ,151819,210509,362328, ,181,76,105,25777,Cundinamarca,Supatá,0.4552,0.7191,0.627894695,0,24.7,38.65,71.99046294,0.035962647,2,0.005912013,Bajo,1
25779,12592,52.47,47.52,41.04,58.96, , ,2, , , , , , , , , , , , , , , ,14, , , , , , , , , , ,5, , , , ,32000,10065,42065, ,21,16,5,25779,Cundinamarca,Susa,0.4014,0.7359,0.67685313,0,21.6,40.89,3.340613088,0.001667726,1,0.00049467,Bajo,1
25781,5643,36.11,63.88,43.11,56.89, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , ,1, , , ,0,4020,4020, ,2,0,2,25781,Cundinamarca,Sutatausa,0.4168,0.7996,0.670228406,0,22.5,26,0.712387028,0.000354421,1,0.002037431,Bajo,1
25785,27702,44.92,55.07,50.38,49.62, , , , , , , , , ,6, , , , ,5, , ,7, ,4,6, , ,14, , , ,4, , , , , , ,35955,56178,92133, ,46,18,28,25785,Cundinamarca,Tabio,0.2982,0.8384,0.669504068,0,30.6,35.68,3.325860949,0.00166053,1,0.001988275,Bajo,1
25793,8905,28.09,71.9,47.29,52.71,5, , , , , , , ,4, , , , , ,4, , , , , , ,4, , ,9, ,4, , , ,7, ,1, ,25880,50246,76126, ,38,13,25,25793,Cundinamarca,Tausa,0.4586,0.7725,0.652003483,0,28.7,39.45,8.548680517,0.004267266,1,0.004803922,Bajo,1
25797,9083,54.63,45.36,37.24,62.76, , ,9, , , ,2,5, ,28, , , , , ,7,21, ,3,2,16,31,16,14,20, ,7, ,5,7,4, , , ,149612,244856,394468, ,197,75,122,25797,Cundinamarca,Tena,0.3408,0.8012,0.660542584,0,21.9,50.65,43.42926346,0.021688869,2,0.004448111,Bajo,1
25799,19963,42.25,57.74,49.78,50.22, , , , , , , ,2, , , , ,1,15, ,6,3, ,10, , ,2,16,8, , , , ,14, ,7, , , ,73947,94428,168375, ,84,37,47,25799,Cundinamarca,Tenjo,0.3354,0.8872,0.729790801,0,31.6,28.32,8.434353554,0.004207784,1,0.005025076,Bajo,1
25805,4831,53.32,46.67,40.69,59.31,41, ,5, , , ,2,2,25, ,19,9,19,41,78,72,111,147,339,448,183,111,73,41,31,36,15,1,28,14,35,5, , ,1819275,2047172,3866447, ,1931,910,1021,25805,Cundinamarca,Tibacuy,0.4103,0.6614,0.640523493,0,32.4,33.42,800.3409232,0.399710205,5,0.012956779,Medio bajo,2
25807,2946,65.13,34.86,35.25,64.75, , , , , , , , , , , , , , , ,2,1, ,7,19,10,6, ,9,5, , , , ,4, , , , ,20012,106282,126294, ,63,10,53,25807,Cundinamarca,Tibirita,0.4374,0.6429,0.643609792,0,17.2,96.84,42.86965377,0.021384929,1,0.002672978,Bajo,1
25815,18501,51.1,48.89,36.29,63.71,2, , , ,11, , ,2,1, ,9,1, ,133,91,14,25,32,81,85,105,55,44,102,40,15,4, ,8,5,8,21,8,2,803350,1003139,1806489, ,904,402,500,25815,Cundinamarca,Tocaima,0.4042,0.8132,0.640978341,0,28.9,38.42,97.64277607,0.048862224,4,0.004320357,Bajo,1
25817,32821,41.99,58,49.91,50.09,2, , , , ,7, , , ,2, , , ,2, , ,3, ,12,6,22, ,6, ,4,6, , , ,4, , ,4, ,55895,104344,160239, ,80,28,52,25817,Cundinamarca,Tocancipá,0.2834,0.9012,0.840522946,0,36,44.35,4.882209561,0.002437464,1,0.002065383,Bajo,1
25823,4513,55.7,44.29,38.07,61.93,28,9,6,8,17,4,21,27,10,24,42,46,18,57,36,64,205,283,1707,901,155,151,47,79,95,30,7,7,23,19,17,8,8,4,5225116,3101099,8326215,4,4167,2612,1547,25823,Cundinamarca,Topaipí,0.4798,0.7712,0.596085873,0,27.9,35.85,1844.940173,0.923332595,6,0.033806968,Alto,4
25839,10591,41.25,58.74,32.16,67.84,11, , , ,5,6,12,10,66,8,34,21,12,30,15,21,25,14,118,186,179,177,77,89,62,25,22, ,23,27,15,8, , ,814656,1785142,2599798, ,1298,408,890,25839,Cundinamarca,Ubalá,0.4589,0.7143,0.643714522,0,30.6,50.65,245.4723822,0.122556888,4,0.005042216,Bajo,1
25841,6106,43.32,56.67,38.55,61.45,2, , , ,5, , , ,10,12, ,13, ,2,2,60,1, ,28,6,10,37,39,24,33,4,3,25, ,1, , , , ,269665,365263,634928, ,317,135,182,25841,Cundinamarca,Ubaque,0.3987,0.7266,0.638926031,0,28.2,38.75,103.9842778,0.051916148,2,0.002858804,Bajo,1
25843,39018,38.13,61.86,42.99,57.01, , , , , , , ,10, ,2, , ,2, , , ,5,5,30,19,14,12,6,4, ,15, , , ,7,16,1,8, ,107953,204830,312783, ,156,54,102,25843,Cundinamarca,Villa de San Diego de Ubate,0.2928,0.8374,0.666577453,0,23.4,34.98,8.016377057,0.003998155,2,0.00197968,Bajo,1
25845,9316,44.65,55.34,46.83,53.17, , ,1,2,3,9,23,5,56,66,9,59,8,4,33,6,7,117,59,34,25,45,18,37,43,14,3,12,4,4,15, ,2, ,932410,513768,1446178, ,723,467,256,25845,Cundinamarca,Une,0.4299,0.7708,0.636346703,0,33.1,60.31,155.2359382,0.077608416,3,0.007031885,Medio bajo,2
25851,5016,34.22,65.77,39.08,60.92,12, ,1, , ,8,13, ,8,30,12,7,13,7,19,21,44,110,239,189,33,65,34,77,12,8,4, ,1,14,10,1,8,3,1087651,914452,2002103, ,1003,544,456,25851,Cundinamarca,Útica,0.431,0.7044,0.651137861,0,19,61.97,399.1433413,0.199960128,4,0.017908147,Medio bajo,2
25862,7684,51.41,48.58,31.54,68.46,70,13,25,3,25,11,29,74,9,24,22,18,31,12,64,18,75,41,289,197,146,57,70,92,49,19,12,10,22,16,8,2,6,10,1702770,1416027,3118797, ,1569,853,706,25862,Cundinamarca,Vergara,0.4344,0.6925,0.631391419,0,27.7,45.22,405.8819625,0.204190526,4,0.008616293,Medio bajo,2
25867,4202,51.89,48.1,37.26,62.74,15, , , , ,7,2,27,12,5,1,8,1,30,30,35,20,57,56,251,56,50,32,26,9,12,18,12,11,13, ,4, , ,611223,990454,1601677, ,800,306,494,25867,Cundinamarca,Vianí,0.4182,0.6563,0.650809095,0,21.7,43.71,381.1701571,0.190385531,3,0.009180099,Medio bajo,2
25871,2176,34.55,65.44,31.69,68.31,1, ,20,25,7,11,8,10,16,34,6,23, ,5,12,12,44,71,166,178,21,12, ,43,21,8, ,3, ,2,5,1,1, ,940839,591379,1532218, ,766,471,295,25871,Cundinamarca,Villagómez,0.4749,0.7247,0.624510691,0,25.6,30.48,704.1443015,0.352022059,3,0.016378429,Medio bajo,2
25873,20056,29.14,70.85,45.54,54.46, , ,4, , , , , , , , , , , ,5, ,11,15,113,654,4,5,6,20,5, , , , ,17, , , , ,296175,1424440,1720615, ,859,148,711,25873,Cundinamarca,Villapinzón,0.4174,0.811,0.656184783,0,40.8,50.35,85.7905365,0.042830076,4,0.004469499,Bajo,1
25875,25270,35.13,64.86,41.84,58.16,16, , , , ,2,11,6,2,16,8,11,4,49,44,34,92,136,334,319,168,74,62,95,45,32,12,15,47,17,6,1,15,4,1529846,1821093,3350939, ,1677,765,908,25875,Cundinamarca,Villeta,0.3392,0.8398,0.660959998,1,20.9,43.75,132.6054214,0.066363277,5,0.009568642,Medio bajo,2
25878,13342,48.62,51.37,38.54,61.46,69,12,24,15,3,20,33,42,118,190,185,192,174,315,429,393,611,506,754,7306,632,281,236,377,279,127,54,41,67,71,40,45,31,43,8161999,19211730,27373729,1,13716,4085,9587,25878,Cundinamarca,Viotá,0.3996,0.6979,0.626236963,0,22.5,54.63,2051.696073,1.028031779,9,0.023049748,Medio,3
25885,17010,43.04,56.95,28.16,71.84,216,270,267,328,211,173,403,206,153,219,103,146,141,217,440,241,768,865,620,364,321,290,228,401,361,205,117,51,52,102,34,36,15,12,11943837,5171671,17115508,1,8577,5987,2577,25885,Cundinamarca,Yacopí,0.5376,0.751,0.584002263,0,32.6,49.83,1006.202704,0.504232804,8,0.011261555,Medio bajo,2
25898,5631,47.31,52.68,50.5,49.5, , , , , , , , , , , ,6, ,1, , ,5,6,2, , , ,5, , , , , , , , , , , ,39977,10030,50007, ,25,20,5,25898,Cundinamarca,Zipacón,0.3809,0.8098,0.651136495,0,30.5,54,8.880660629,0.004439709,1,0.003433778,Bajo,1
25899,124376,48.41,51.58,52.25,47.75,4, , ,2,4, ,1, ,12,14,5,11, , , ,1,12,3,14,39,3,12,15,19,42, ,7, ,12,9, ,4, , ,165603,325139,490742, ,245,83,162,25899,Cundinamarca,Zipaquirá,0.2549,0.8666,0.678804584,0,30.2,28.81,3.945632598,0.001969833,2,0.003557612,Bajo,1
27001,115907,73.89,26.1,35.48,64.52,320,31,19,28,53,66,49,91,61,86,129,166,445,955,740,1553,4705,3020,7367,3057,1475,1905,2881,2954,2342,1326,1308,2836,2932,3765,3519,2358,1897,1227,39766496,69446623,109213119,6,55672,19884,34555,27001,Chocó,Quibdó,0.4734,0.8105,0.62144611,1,37.5,40,942.0040108,0.480191828,10,0.030822664,Medio,3
27006,9505,76.37,23.62,25.22,74.78,108,65,57,53,84,59,197,160,301,119,326,4539,1690,1420,748,2682,1642,1388,602,242,333,384,283,628,245,169,345,249,622,155,205,391,112,107,32430245,8765748,41195993,7,20717,16240,4363,27006,Chocó,Acandí,0.5789,0.6639,0.604392635,0,36.1,51.69,4334.13919,2.17958969,9,0.011917931,Medio bajo,2
27025,37706,92.63,7.36,33.8,66.2,15,7,9,2,11,1,7,10,4,7,56,101,87,276,126,154,411,9215,1070,1567,298,354,317,582,1981,2465,837,376,445,1074,5144,497,2089,1783,23146051,36248375,59394426,3,31381,11569,18026,27025,Chocó,Alto Baudo,0.5629,0.6895,0.536660121,1,60.5,38.61,1575.198271,0.832254814,10,0.013141442,Medio bajo,2
27050,10195,80.49,19.5,32.52,67.48,13,4,2,1,3, ,15, ,14, ,4,7,5,23,41,30,206,152,225,700,120,70,97,64,173,49,80,143,646,226,567,230,262,96,1489735,6888428,8378163, ,4268,745,3427,27050,Chocó,Atrato,0.5336,0.7222,0.569157327,1,46.7,30.1,821.7913683,0.418636587,6,0.012467731,Medio bajo,2
27073,8016,92.03,7.96,30.06,69.94,47, ,19,14,5,13,21,12,3,31,23,46,53,334,42,94,4820,1656,1611,627,330,1181,611,411,411,234,180,478,4991,906,446,1125,295,202,17689156,24579610,42268766,1,21273,8844,12226,27073,Chocó,Bagadó,0.5639,0.7692,0.474494729,1,46.5,2.38,5273.049651,2.653817365,9,0.042799283,Alto,4
27075,9351,83.13,16.86,30.99,69.01,12,2, , ,9,4,5,7, , ,5,14,30,167,29,422,102,97,1439,105,30,65,120,125,401,99,115,96,194,83,83,100,511,95,4689287,4276905,8966192,3,4569,2344,2127,27075,Chocó,Bahía Solano,0.5975,0.5805,0.615963853,1,39.4,18.12,958.8484654,0.488610844,7,0.016710004,Medio bajo,2
27077,17507,92.16,7.83,29.79,70.21,16,4,3,6,12, ,9,2,9,15,20,22,69,37,44,83,111,221,142,177,282,1273,611,767,1095,1302,547,965,2959,1797,1195,2456,1184,483,1648852,33405005,35053857, ,17918,825,16610,27077,Chocó,Bajo Baudó,0.6473,0.7923,0.535357858,1,61.1,22.25,2002.276632,1.023476324,9,0.023115329,Medio,3
27099,10106,95.78,4.21,30.37,69.63,110,4,19,8,26,13,53,12,20,43,23,318,279,1065,270,425,1580,300,16060,3487,6619,4424,739,422,702,333,278,104,186,1643,171,134,44,28,41277672,38679681,79957353,1,39943,20628,19286,27099,Chocó,Bojaya,0.6913,0.7232,0.594410049,0,54.8,31.35,7911.869483,3.952404512,10,0.088872515,Muy Alto,5
27135,8175,74.89,25.1,28.49,71.51,3, , ,5, , ,1, ,5,1, ,26,73,39,78,24,64,114,111,17,39,28,101,141,73,67,148,51,39,99,180,136,119,90,1087447,2489387,3576834,1,1873,544,1238,27135,Chocó,El Cantón del San Pablo,0.5447,0.3719,0.560749393,0,50.1,8.25,437.533211,0.22911315,5,0.011484049,Medio bajo,2
27150,5492,95.69,4.3,24.7,75.3,34,7,5,8,36,36,3,10,32,28,22,68,285,4108,1312,42,959,1626,3048,193,1658,128,212,2581,66,135,123,107,204,154,85,91,45,566,23326897,11603065,34929962,2,18019,11669,5782,27150,Chocó,Carmen del Darien,0.7367,0.7736,0.473878815,0,51.6,11.86,6360.153314,3.280954115,9,0.053303439,Alto,4
27160,10109,76.41,23.58,41.59,58.41,19,5,3,13, ,8,1,7, ,6, ,4,7,7, ,14,21,123,13,46,34,38,189,15,11,13,23,41,10,37,58,64,16,20,501273,1195218,1696491, ,866,251,595,27160,Chocó,Cértegui,0.5108,0.73,0.562743834,1,37.1,17.7,167.8198635,0.085666238,3,0.002387444,Bajo,1
